;0;1
485;9737;1.0
486;9780;1.0
487;9781;1.0
488;9782;1.0
489;9783;1.0
490;9784;1.0
491;9785;1.0
492;9822;1.0
493;9823;1.0
494;9824;1.0
495;9825;1.0
496;9826;1.0
497;9827;1.0
498;9846;1.0
499;9847;1.0
500;9848;1.0
501;9849;1.0
502;9850;1.0
503;9851;1.0
504;10248;1.0
505;10249;1.0
507;10251;1.0
508;10252;1.0
509;10253;1.0
510;10266;1.0
511;10267;1.0
512;10268;1.0
513;10269;1.0
514;10270;1.0
515;10271;1.0
516;10320;1.0
517;10321;1.0
518;10322;1.0
519;10323;1.0
521;10325;1.0
522;10338;1.0
524;10340;1.0
525;10341;1.0
526;10342;1.0
527;10343;1.0
528;10392;1.0
529;10393;1.0
530;10394;1.0
531;10395;1.0
532;10396;1.0
533;10397;1.0
534;10608;1.0
535;10609;1.0
536;10610;1.0
538;10612;1.0
539;10613;1.0
540;10614;1.0
541;10615;1.0
542;10616;1.0
543;10617;1.0
544;10618;1.0
545;10619;1.0
546;10842;1.0
547;10843;1.0
548;10844;1.0
550;10846;1.0
551;10847;1.0
552;10956;1.0
553;10957;1.0
554;10958;1.0
555;10959;1.0
556;10960;1.0
557;10961;1.0
558;10968;1.0
559;10969;1.0
560;10970;1.0
562;10972;1.0
563;10973;1.0
564;11094;1.0
565;11095;1.0
566;11096;1.0
567;11097;1.0
568;11098;1.0
569;11099;1.0
570;11214;1.0
571;11215;1.0
573;11217;1.0
574;11218;1.0
575;11219;1.0
576;11382;1.0
577;11383;1.0
578;11384;1.0
579;11385;1.0
580;11386;1.0
581;11387;1.0
582;11682;1.0
583;11683;1.0
584;11684;1.0
585;11685;1.0
586;11686;1.0
587;11687;1.0
588;11694;1.0
589;11695;1.0
590;11696;1.0
591;11697;1.0
592;11698;1.0
594;11880;1.0
595;11881;1.0
596;11882;1.0
597;11883;1.0
598;11884;1.0
599;11885;1.0
600;11886;1.0
601;11887;1.0
602;11888;1.0
603;11889;1.0
604;11890;1.0
605;11891;1.0
606;11892;1.0
607;11893;1.0
608;11894;1.0
610;11896;1.0
611;11897;1.0
612;11964;1.0
613;11965;1.0
614;11966;1.0
615;11967;1.0
616;11968;1.0
617;11969;1.0
618;12000;1.0
620;12002;1.0
621;12003;1.0
622;12004;1.0
623;12005;1.0
624;12036;1.0
625;12037;1.0
626;12038;1.0
627;12039;1.0
629;12041;1.0
630;12396;1.0
631;12397;1.0
632;12398;1.0
633;12399;1.0
634;12400;1.0
635;12401;1.0
636;13596;1.0
637;13597;1.0
638;13598;1.0
639;13599;1.0
640;13600;1.0
641;13601;1.0
642;13620;1.0
643;13621;1.0
644;13622;1.0
645;13623;1.0
646;13624;1.0
647;13625;1.0
648;13632;1.0
649;13633;1.0
650;13634;1.0
651;13635;1.0
652;13636;1.0
653;13637;1.0
655;13651;1.0
658;13654;1.0
659;13655;1.0
662;13760;1.0
663;13761;1.0
664;13762;1.0
665;13763;1.0
666;13842;1.0
667;13843;1.0
668;13844;1.0
669;13845;1.0
670;13846;1.0
671;13847;1.0
672;14208;1.0
673;14209;1.0
675;14211;1.0
676;14212;1.0
677;14213;1.0
678;14322;1.0
679;14323;1.0
680;14324;1.0
681;14325;1.0
682;14326;1.0
683;14327;1.0
684;14442;1.0
685;14443;1.0
687;14445;1.0
688;14446;1.0
689;14447;1.0
690;14610;1.0
691;14611;1.0
692;14612;1.0
693;14613;1.0
694;14614;1.0
696;14634;1.0
697;14635;1.0
698;14636;1.0
699;14637;1.0
700;14638;1.0
701;14639;1.0
702;14700;1.0
703;14701;1.0
704;14702;1.0
705;14703;1.0
706;14704;1.0
707;14705;1.0
708;14706;1.0
709;14707;1.0
710;14708;1.0
711;14709;1.0
713;14711;1.0
714;14712;1.0
715;14713;1.0
716;14714;1.0
718;14716;1.0
719;14717;1.0
720;14724;1.0
721;14725;1.0
722;14726;1.0
723;14727;1.0
724;14728;1.0
725;14729;1.0
726;14742;1.0
727;14743;1.0
728;14744;1.0
730;14746;1.0
731;14747;1.0
732;14802;1.0
733;14803;1.0
734;14804;1.0
735;14805;1.0
736;14806;1.0
737;14807;1.0
738;14838;1.0
739;14839;1.0
740;14840;1.0
741;14841;1.0
742;14842;1.0
743;14843;1.0
744;15042;1.0
745;15043;1.0
746;15044;1.0
747;15045;1.0
748;15046;1.0
749;15047;1.0
750;15084;1.0
751;15085;1.0
752;15086;1.0
753;15087;1.0
754;15088;1.0
755;15089;1.0
756;15246;1.0
757;15247;1.0
758;15248;1.0
759;15249;1.0
760;15250;1.0
761;15251;1.0
762;15270;1.0
764;15272;1.0
765;15273;1.0
766;15274;1.0
767;15275;1.0
768;15276;1.0
769;15277;1.0
770;15278;1.0
771;15279;1.0
772;15280;1.0
773;15281;1.0
775;15325;1.0
776;15326;1.0
777;15327;1.0
778;15328;1.0
779;15329;1.0
780;15498;1.0
781;15499;1.0
782;15500;1.0
783;15501;1.0
784;15502;1.0
785;15503;1.0
786;15912;1.0
787;15913;1.0
788;15914;1.0
789;15915;1.0
790;15916;1.0
791;15917;1.0
793;15979;1.0
794;15980;1.0
795;15981;1.0
796;15982;1.0
797;15983;1.0
798;16038;1.0
799;16039;1.0
800;16040;1.0
801;16041;1.0
803;16043;1.0
804;16044;1.0
806;16046;1.0
807;16047;1.0
808;16048;1.0
809;16049;1.0
810;16254;1.0
811;16255;1.0
813;16257;1.0
814;16258;1.0
815;16259;1.0
816;16272;1.0
817;16273;1.0
818;16274;1.0
819;16275;1.0
820;16276;1.0
821;16277;1.0
822;16284;1.0
823;16285;1.0
824;16286;1.0
825;16287;1.0
826;16288;1.0
827;16289;1.0
828;16428;1.0
829;16429;1.0
830;16430;1.0
831;16431;1.0
832;16432;1.0
833;16433;1.0
834;16536;1.0
835;16537;1.0
836;16538;1.0
837;16539;1.0
838;16540;1.0
839;16541;1.0
840;16566;1.0
842;16568;1.0
843;16569;1.0
844;16570;1.0
845;16571;1.0
846;16614;1.0
848;16616;1.0
849;16617;1.0
851;16619;1.0
854;16922;1.0
856;16924;1.0
857;16925;1.0
858;16932;1.0
859;16933;1.0
860;16934;1.0
861;16935;1.0
862;16936;1.0
863;16937;1.0
864;17046;1.0
865;17047;1.0
866;17048;1.0
867;17049;1.0
868;17050;1.0
869;17051;1.0
870;17106;1.0
871;17107;1.0
872;17108;1.0
873;17109;1.0
874;17110;1.0
875;17111;1.0
876;17154;1.0
877;17155;1.0
878;17156;1.0
879;17157;1.0
880;17158;1.0
881;17159;1.0
882;17202;1.0
883;17203;1.0
884;17204;1.0
885;17205;1.0
886;17206;1.0
887;17207;1.0
888;17526;1.0
889;17527;1.0
890;17528;1.0
891;17529;1.0
892;17530;1.0
893;17531;1.0
894;17682;1.0
895;17683;1.0
896;17684;1.0
897;17685;1.0
898;17686;1.0
899;17687;1.0
900;17730;1.0
901;17731;1.0
902;17732;1.0
903;17733;1.0
904;17734;1.0
905;17735;1.0
906;17880;1.0
907;17881;1.0
908;17882;1.0
909;17883;1.0
910;17884;1.0
911;17885;1.0
912;18090;1.0
913;18091;1.0
914;18092;1.0
915;18093;1.0
916;18094;1.0
917;18095;1.0
919;18313;1.0
920;18314;1.0
921;18315;1.0
922;18316;1.0
923;18317;1.0
924;18786;1.0
925;18787;1.0
926;18788;1.0
927;18789;1.0
928;18790;1.0
929;18791;1.0
930;19260;1.0
931;19261;1.0
932;19262;1.0
933;19263;1.0
934;19264;1.0
935;19265;1.0
936;19272;1.0
937;19273;1.0
938;19274;1.0
939;19275;1.0
940;19276;1.0
942;19584;1.0
943;19585;1.0
944;19586;1.0
945;19587;1.0
946;19588;1.0
947;19589;1.0
948;20046;1.0
949;20047;1.0
950;20048;1.0
951;20049;1.0
952;20050;1.0
953;20051;1.0
954;20064;1.0
955;20065;1.0
956;20066;1.0
958;20068;1.0
959;20069;1.0
960;20094;1.0
961;20095;1.0
962;20096;1.0
963;20097;1.0
964;20098;1.0
965;20099;1.0
966;20106;1.0
967;20107;1.0
968;20108;1.0
969;20109;1.0
970;20110;1.0
971;20111;1.0
972;20118;1.0
973;20119;1.0
974;20120;1.0
975;20121;1.0
977;20123;1.0
978;20346;1.0
979;20347;1.0
980;20348;1.0
981;20349;1.0
984;20532;1.0
985;20533;1.0
986;20534;1.0
988;20536;1.0
989;20537;1.0
990;20670;1.0
991;20671;1.0
994;20674;1.0
995;20675;1.0
996;20700;1.0
998;20702;1.0
999;20703;1.0
1000;20704;1.0
1001;20705;1.0
1002;20724;1.0
1003;20725;1.0
1004;20726;1.0
1005;20727;1.0
1006;20728;1.0
1007;20729;1.0
1008;20832;1.0
1010;20834;1.0
1011;20835;1.0
1012;20836;1.0
1013;20837;1.0
1014;20844;1.0
1015;20845;1.0
1016;20846;1.0
1017;20847;1.0
1018;20848;1.0
1019;20849;1.0
1021;20863;1.0
1022;20864;1.0
1023;20865;1.0
1024;20866;1.0
1026;20940;1.0
1027;20941;1.0
1028;20942;1.0
1029;20943;1.0
1030;20944;1.0
1032;20970;1.0
1034;20972;1.0
1035;20973;1.0
1036;20974;1.0
1037;20975;1.0
1038;21156;1.0
1039;21157;1.0
1040;21158;1.0
1041;21159;1.0
1042;21160;1.0
1043;21161;1.0
1044;21174;1.0
1046;21176;1.0
1047;21177;1.0
1048;21178;1.0
1049;21179;1.0
1050;21180;1.0
1051;21181;1.0
1052;21182;1.0
1053;21183;1.0
1054;21184;1.0
1055;21185;1.0
1056;21330;1.0
1057;21331;1.0
1058;21332;1.0
1059;21333;1.0
1060;21334;1.0
1061;21335;1.0
1062;21384;1.0
1063;21385;1.0
1064;21386;1.0
1065;21387;1.0
1066;21388;1.0
1067;21389;1.0
1068;21468;1.0
1069;21469;1.0
1070;21470;1.0
1071;21471;1.0
1072;21472;1.0
1073;21473;1.0
1074;21486;1.0
1075;21487;1.0
1076;21488;1.0
1077;21489;1.0
1078;21490;1.0
1079;21491;1.0
1080;21618;1.0
1081;21619;1.0
1082;21620;1.0
1083;21621;1.0
1084;21622;1.0
1087;21661;1.0
1088;21662;1.0
1089;21663;1.0
1090;21664;1.0
1091;21665;1.0
1092;21834;1.0
1094;21836;1.0
1095;21837;1.0
1096;21838;1.0
1097;21839;1.0
1098;21936;1.0
1099;21937;1.0
1100;21938;1.0
1101;21939;1.0
1102;21940;1.0
1103;21941;1.0
1104;22140;1.0
1105;22141;1.0
1106;22142;1.0
1107;22143;1.0
1108;22144;1.0
1109;22145;1.0
1110;22470;1.0
1111;22471;1.0
1112;22472;1.0
1113;22473;1.0
1114;22474;1.0
1115;22475;1.0
1116;22764;1.0
1117;22765;1.0
1118;22766;1.0
1119;22767;1.0
1120;22768;1.0
1121;22769;1.0
1122;22794;1.0
1123;22795;1.0
1124;22796;1.0
1125;22797;1.0
1126;22798;1.0
1127;22799;1.0
1128;22800;1.0
1129;22801;1.0
1130;22802;1.0
1132;22804;1.0
1133;22805;1.0
1134;22830;1.0
1135;22831;1.0
1136;22832;1.0
1137;22833;1.0
1138;22834;1.0
1139;22835;1.0
1140;22872;1.0
1141;22873;1.0
1142;22874;1.0
1144;22876;1.0
1145;22877;1.0
1146;22896;1.0
1147;22897;1.0
1148;22898;1.0
1149;22899;1.0
1150;22900;1.0
1151;22901;1.0
1152;23100;1.0
1153;23101;1.0
1154;23102;1.0
1155;23103;1.0
1156;23104;1.0
1157;23105;1.0
1158;23262;1.0
1159;23263;1.0
1160;23264;1.0
1161;23265;1.0
1162;23266;1.0
1163;23267;1.0
1164;23388;1.0
1166;23390;1.0
1167;23391;1.0
1168;23392;1.0
1169;23393;1.0
1170;23400;1.0
1171;23401;1.0
1172;23402;1.0
1173;23403;1.0
1174;23404;1.0
1175;23405;1.0
1176;23508;1.0
1177;23509;1.0
1178;23510;1.0
1179;23511;1.0
1180;23512;1.0
1181;23513;1.0
1182;23574;1.0
1183;23575;1.0
1184;23576;1.0
1185;23577;1.0
1186;23578;1.0
1187;23579;1.0
1189;23599;1.0
1190;23600;1.0
1191;23601;1.0
1192;23602;1.0
1193;23603;1.0
1194;23646;1.0
1195;23647;1.0
1196;23648;1.0
1197;23649;1.0
1198;23650;1.0
1199;23651;1.0
1200;23736;1.0
1201;23737;1.0
1202;23738;1.0
1203;23739;1.0
1204;23740;1.0
1205;23741;1.0
1206;23742;1.0
1207;23743;1.0
1208;23744;1.0
1210;23746;1.0
1211;23747;1.0
1212;23748;1.0
1213;23749;1.0
1214;23750;1.0
1215;23751;1.0
1216;23752;1.0
1217;23753;1.0
1218;23898;1.0
1219;23899;1.0
1220;23900;1.0
1221;23901;1.0
1222;23902;1.0
1224;23958;1.0
1225;23959;1.0
1226;23960;1.0
1227;23961;1.0
1228;23962;1.0
1229;23963;1.0
1230;24012;1.0
1231;24013;1.0
1232;24014;1.0
1233;24015;1.0
1235;24017;1.0
1236;24258;1.0
1237;24259;1.0
1238;24260;1.0
1239;24261;1.0
1240;24262;1.0
1241;24263;1.0
1242;24318;1.0
1243;24319;1.0
1244;24320;1.0
1245;24321;1.0
1246;24322;1.0
1247;24323;1.0
1248;24336;1.0
1249;24337;1.0
1251;24339;1.0
1252;24340;1.0
1253;24341;1.0
1254;24432;1.0
1257;24435;1.0
1258;24436;1.0
1262;24536;1.0
1263;24537;1.0
1264;24538;1.0
1266;24552;1.0
1267;24553;1.0
1270;24556;1.0
1271;24557;1.0
1272;24570;1.0
1273;24571;1.0
1275;24573;1.0
1276;24574;1.0
1277;24575;1.0
1278;24666;1.0
1279;24667;1.0
1280;24668;1.0
1281;24669;1.0
1282;24670;1.0
1283;24671;1.0
1284;24864;1.0
1285;24865;1.0
1286;24866;1.0
1288;24868;1.0
1289;24869;1.0
1290;25326;1.0
1291;25327;1.0
1295;25331;1.0
1296;25350;1.0
1297;25351;1.0
1298;25352;1.0
1299;25353;1.0
1300;25354;1.0
1301;25355;1.0
1303;25369;1.0
1304;25370;1.0
1305;25371;1.0
1306;25372;1.0
1307;25373;1.0
1308;25458;1.0
1309;25459;1.0
1310;25460;1.0
1311;25461;1.0
1312;25462;1.0
1313;25463;1.0
1314;25500;1.0
1315;25501;1.0
1316;25502;1.0
1317;25503;1.0
1318;25504;1.0
1319;25505;1.0
1321;25525;1.0
1322;25526;1.0
1323;25527;1.0
1326;25542;1.0
1327;25543;1.0
1328;25544;1.0
1329;25545;1.0
1330;25546;1.0
1331;25547;1.0
1332;25554;1.0
1333;25555;1.0
1336;25558;1.0
1337;25559;1.0
1338;25632;1.0
1339;25633;1.0
1340;25634;1.0
1341;25635;1.0
1342;25636;1.0
1343;25637;1.0
1344;25692;1.0
1345;25693;1.0
1346;25694;1.0
1347;25695;1.0
1348;25696;1.0
1349;25697;1.0
1350;25698;1.0
1351;25699;1.0
1352;25700;1.0
1353;25701;1.0
1354;25702;1.0
1355;25703;1.0
1356;25716;1.0
1357;25717;1.0
1358;25718;1.0
1359;25719;1.0
1360;25720;1.0
1361;25721;1.0
1362;25812;1.0
1363;25813;1.0
1364;25814;1.0
1365;25815;1.0
1366;25816;1.0
1367;25817;1.0
1368;25824;1.0
1369;25825;1.0
1370;25826;1.0
1371;25827;1.0
1372;25828;1.0
1373;25829;1.0
1374;25830;1.0
1375;25831;1.0
1377;25833;1.0
1378;25834;1.0
1379;25835;1.0
1380;25872;1.0
1381;25873;1.0
1382;25874;1.0
1383;25875;1.0
1384;25876;1.0
1385;25877;1.0
1386;26118;1.0
1387;26119;1.0
1388;26120;1.0
1389;26121;1.0
1390;26122;1.0
1391;26123;1.0
1392;26148;1.0
1394;26150;1.0
1395;26151;1.0
1396;26152;1.0
1397;26153;1.0
1399;26377;1.0
1400;26378;1.0
1401;26379;1.0
1402;26380;1.0
1403;26381;1.0
1405;26449;1.0
1406;26450;1.0
1407;26451;1.0
1408;26452;1.0
1409;26453;1.0
1410;26466;1.0
1411;26467;1.0
1412;26468;1.0
1413;26469;1.0
1414;26470;1.0
1415;26471;1.0
1416;26472;1.0
1417;26473;1.0
1418;26474;1.0
1419;26475;1.0
1421;26477;1.0
1422;26664;1.0
1423;26665;1.0
1424;26666;1.0
1425;26667;1.0
1426;26668;1.0
1427;26669;1.0
1428;26682;1.0
1429;26683;1.0
1430;26684;1.0
1431;26685;1.0
1432;26686;1.0
1433;26687;1.0
1434;26694;1.0
1435;26695;1.0
1436;26696;1.0
1437;26697;1.0
1439;26699;1.0
1440;26766;1.0
1441;26767;1.0
1442;26768;1.0
1443;26769;1.0
1444;26770;1.0
1445;26771;1.0
1447;27037;1.0
1448;27038;1.0
1449;27039;1.0
1450;27040;1.0
1451;27041;1.0
1452;27222;1.0
1453;27223;1.0
1454;27224;1.0
1455;27225;1.0
1456;27226;1.0
1457;27227;1.0
1458;27288;1.0
1460;27290;1.0
1461;27291;1.0
1462;27292;1.0
1463;27293;1.0
1464;27498;1.0
1465;27499;1.0
1466;27500;1.0
1467;27501;1.0
1468;27502;1.0
1469;27503;1.0
1470;27528;1.0
1471;27529;1.0
1472;27530;1.0
1473;27531;1.0
1474;27532;1.0
1475;27533;1.0
1476;27684;1.0
1477;27685;1.0
1478;27686;1.0
1480;27688;1.0
1481;27689;1.0
1482;27816;1.0
1483;27817;1.0
1484;27818;1.0
1485;27819;1.0
1486;27820;1.0
1487;27821;1.0
1490;27854;1.0
1491;27855;1.0
1492;27856;1.0
1493;27857;1.0
1494;27930;1.0
1495;27931;1.0
1496;27932;1.0
1498;27934;1.0
1499;27935;1.0
1500;27942;1.0
1501;27943;1.0
1502;27944;1.0
1503;27945;1.0
1505;27947;1.0
1506;27954;1.0
1509;27957;1.0
1510;27958;1.0
1511;27959;1.0
1512;27990;1.0
1513;27991;1.0
1514;27992;1.0
1516;27994;1.0
1517;27995;1.0
1518;28098;1.0
1519;28099;1.0
1520;28100;1.0
1521;28101;1.0
1522;28102;1.0
1523;28103;1.0
1524;28188;1.0
1525;28189;1.0
1527;28191;1.0
1528;28192;1.0
1529;28193;1.0
1530;28272;1.0
1531;28273;1.0
1532;28274;1.0
1533;28275;1.0
1534;28276;1.0
1535;28277;1.0
1536;28374;1.0
1537;28375;1.0
1538;28376;1.0
1539;28377;1.0
1540;28378;1.0
1543;28411;1.0
1544;28412;1.0
1545;28413;1.0
1547;28415;1.0
1548;28464;1.0
1549;28465;1.0
1551;28467;1.0
1552;28468;1.0
1553;28469;1.0
1554;28518;1.0
1555;28519;1.0
1556;28520;1.0
1557;28521;1.0
1559;28523;1.0
1560;28656;1.0
1561;28657;1.0
1562;28658;1.0
1563;28659;1.0
1564;28660;1.0
1565;28661;1.0
1566;28776;1.0
1567;28777;1.0
1568;28778;1.0
1569;28779;1.0
1570;28780;1.0
1571;28781;1.0
1572;28794;1.0
1573;28795;1.0
1574;28796;1.0
1575;28797;1.0
1577;28799;1.0
1578;28836;1.0
1579;28837;1.0
1580;28838;1.0
1581;28839;1.0
1582;28840;1.0
1583;28841;1.0
1584;28848;1.0
1585;28849;1.0
1586;28850;1.0
1587;28851;1.0
1588;28852;1.0
1589;28853;1.0
1590;28896;1.0
1591;28897;1.0
1592;28898;1.0
1593;28899;1.0
1594;28900;1.0
1595;28901;1.0
1596;29718;1.0
1597;29719;1.0
1598;29720;1.0
1599;29721;1.0
1600;29722;1.0
1601;29723;1.0
1602;29736;1.0
1603;29737;1.0
1604;29738;1.0
1605;29739;1.0
1606;29740;1.0
1607;29741;1.0
1608;29796;1.0
1609;29797;1.0
1610;29798;1.0
1611;29799;1.0
1612;29800;1.0
1613;29801;1.0
1614;29820;1.0
1615;29821;1.0
1616;29822;1.0
1617;29823;1.0
1618;29824;1.0
1619;29825;1.0
1620;29862;1.0
1621;29863;1.0
1622;29864;1.0
1623;29865;1.0
1624;29866;1.0
1625;29867;1.0
1627;30199;1.0
1628;30200;1.0
1629;30201;1.0
1630;30202;1.0
1631;30203;1.0
1632;30234;1.0
1633;30235;1.0
1634;30236;1.0
1635;30237;1.0
1636;30238;1.0
1637;30239;1.0
1638;30300;1.0
1640;30302;1.0
1641;30303;1.0
1643;30305;1.0
1645;30337;1.0
1646;30338;1.0
1647;30339;1.0
1648;30340;1.0
1649;30341;1.0
